"","CCG_CODE","CCG_ONS_CODE","CCG_NAME","STP_CODE","SUBREGION_ONS_CODE","REGION_ONS_CODE","APPOINTMENT_DATE","APPOINTMENT_STATUS","HCP_TYPE","APPOINTMENT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS"
"6757","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","16-Mar-18","Attended","Other Practice staff","Telephone","Same Day",44
"6758","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","16-Mar-18","Attended","Other Practice staff","Telephone","8  to 14 Days",5
"6759","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","GP","Face-to-Face","1 Day",33
"6760","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Unknown","GP","Face-to-Face","1 Day",1
"6761","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",3
"6762","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","DNA","GP","Face-to-Face","1 Day",2
"6763","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","DNA","GP","Face-to-Face","2 to 7 Days",20
"6764","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","DNA","GP","Face-to-Face","22  to 28 Days",1
"6765","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",9
"6766","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",15
"6767","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",1
"6768","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","DNA","GP","Face-to-Face","8  to 14 Days",2
"6769","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","Other Practice staff","Face-to-Face","1 Day",5
"6770","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","DNA","GP","Face-to-Face","More than 28 Days",1
"6771","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","GP","Face-to-Face","Same Day",2
"6772","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","GP","Face-to-Face","More than 28 Days",5
"6773","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","GP","Face-to-Face","8  to 14 Days",13
"6774","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","DNA","Other Practice staff","Face-to-Face","Same Day",1
"6775","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","GP","Face-to-Face","22  to 28 Days",33
"6776","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","GP","Face-to-Face","2 to 7 Days",97
"6777","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",1
"6778","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","GP","Face-to-Face","15  to 21 Days",9
"6779","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","17-Mar-18","Attended","Other Practice staff","Face-to-Face","Same Day",20
"6780","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","18-Mar-18","Attended","Other Practice staff","Face-to-Face","Same Day",3
"6781","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Face-to-Face","22  to 28 Days",1
"6782","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Telephone","Same Day",11
"6783","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Telephone","2 to 7 Days",6
"6784","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Home Visit","Same Day",29
"6785","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Home Visit","More than 28 Days",1
"6786","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Home Visit","8  to 14 Days",1
"6787","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Face-to-Face","Same Day",7
"6788","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Face-to-Face","2 to 7 Days",2
"6789","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Telephone","2 to 7 Days",1
"6790","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Home Visit","Same Day",4
"6791","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Home Visit","2 to 7 Days",4
"6792","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",10
"6793","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",5
"6794","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",4
"6795","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",5
"6796","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Telephone","Same Day",12
"6797","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Telephone","More than 28 Days",2
"6798","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Telephone","22  to 28 Days",1
"6799","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Telephone","2 to 7 Days",8
"6800","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Telephone","15  to 21 Days",1
"6801","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Face-to-Face","Same Day",26
"6802","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Face-to-Face","2 to 7 Days",7
"6803","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Face-to-Face","15  to 21 Days",8
"6804","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Other Practice staff","Face-to-Face","More than 28 Days",31
"6805","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Other Practice staff","Face-to-Face","Same Day",25
"6806","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",17
"6807","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",131
"6808","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",35
"6809","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Telephone","22  to 28 Days",1
"6810","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Face-to-Face","Same Day",69
"6811","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Face-to-Face","8  to 14 Days",56
"6812","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Face-to-Face","2 to 7 Days",118
"6813","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Face-to-Face","15  to 21 Days",28
"6814","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Face-to-Face","1 Day",2
"6815","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Telephone","Same Day",8
"6816","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Unknown","Telephone","8  to 14 Days",1
"6817","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Unknown","Telephone","2 to 7 Days",3
"6818","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Unknown","Home Visit","Same Day",41
"6819","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Unknown","Home Visit","2 to 7 Days",6
"6820","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Unknown","Face-to-Face","Same Day",76
"6821","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Unknown","Face-to-Face","2 to 7 Days",3
"6822","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Face-to-Face","22  to 28 Days",4
"6823","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Telephone","Same Day",46
"6824","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Telephone","8  to 14 Days",4
"6825","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Telephone","2 to 7 Days",6
"6826","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Telephone","22  to 28 Days",2
"6827","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Face-to-Face","More than 28 Days",14
"6828","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Telephone","2 to 7 Days",23
"6829","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Telephone","1 Day",1
"6830","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Home Visit","Same Day",7
"6831","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Home Visit","2 to 7 Days",1
"6832","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",76
"6833","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Home Visit","15  to 21 Days",1
"6834","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Face-to-Face","Unknown / Data Issue",13
"6835","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Home Visit","Same Day",7
"6836","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",6
"6837","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Face-to-Face","Same Day",844
"6838","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Telephone","8  to 14 Days",1
"6839","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Other Practice staff","Telephone","Same Day",2
"6840","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Face-to-Face","More than 28 Days",125
"6841","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Unknown","Telephone","Same Day",124
"6842","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","GP","Telephone","8  to 14 Days",3
"6843","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",474
"6844","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","DNA","Unknown","Telephone","Same Day",1
"6845","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",150
"6846","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Face-to-Face","Same Day",12
"6847","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",909
"6848","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",183
"6849","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Telephone","Same Day",568
"6850","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Telephone","More than 28 Days",2
"6851","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Other Practice staff","Telephone","Same Day",3
"6852","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Telephone","8  to 14 Days",25
"6853","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Telephone","22  to 28 Days",2
"6854","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Telephone","15  to 21 Days",10
"6855","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Home Visit","2 to 7 Days",5
"6856","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Face-to-Face","8  to 14 Days",464
"6857","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Face-to-Face","22  to 28 Days",88
"6858","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","Unknown","Home Visit","2 to 7 Days",5
"6859","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Face-to-Face","1 Day",24
"6860","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Face-to-Face","15  to 21 Days",183
"6861","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Face-to-Face","2 to 7 Days",1004
"6862","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Face-to-Face","More than 28 Days",33
"6863","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Face-to-Face","Same Day",2962
"6864","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Telephone","1 Day",9
"6865","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Telephone","2 to 7 Days",148
"6866","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Unknown","GP","Face-to-Face","1 Day",1
"6867","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Home Visit","Same Day",29
"6868","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Mar-18","Attended","GP","Home Visit","More than 28 Days",1
"6869","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Telephone","8  to 14 Days",1
"6870","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Home Visit","Same Day",8
"6871","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Telephone","1 Day",3
"6872","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Face-to-Face","Same Day",26
"6873","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Face-to-Face","More than 28 Days",6
"6874","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Face-to-Face","2 to 7 Days",3
"6875","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Face-to-Face","1 Day",2
"6876","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Unknown","Telephone","Same Day",1
"6877","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Unknown","Telephone","1 Day",2
"6878","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Face-to-Face","Same Day",27
"6879","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Face-to-Face","More than 28 Days",17
"6880","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",60
"6881","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",37
"6882","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Telephone","Same Day",8
"6883","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",18
"6884","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Telephone","15  to 21 Days",1
"6885","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Telephone","1 Day",2
"6886","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Face-to-Face","Same Day",51
"6887","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Face-to-Face","More than 28 Days",10
"6888","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Face-to-Face","8  to 14 Days",63
"6889","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Face-to-Face","2 to 7 Days",86
"6890","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Face-to-Face","15  to 21 Days",19
"6891","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Face-to-Face","1 Day",27
"6892","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Telephone","2 to 7 Days",1
"6893","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Face-to-Face","8  to 14 Days",2
"6894","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Home Visit","1 Day",2
"6895","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Home Visit","Same Day",25
"6896","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Telephone","1 Day",5
"6897","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Home Visit","8  to 14 Days",4
"6898","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Telephone","Same Day",97
"6899","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Telephone","15  to 21 Days",1
"6900","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Home Visit","2 to 7 Days",7
"6901","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Face-to-Face","22  to 28 Days",7
"6902","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Face-to-Face","15  to 21 Days",10
"6903","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Face-to-Face","22  to 28 Days",14
"6904","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Home Visit","1 Day",3
"6905","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Telephone","2 to 7 Days",14
"6906","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Unknown","Face-to-Face","Same Day",61
"6907","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",95
"6908","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","GP","Telephone","2 to 7 Days",5
"6909","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Telephone","Same Day",36
"6910","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Telephone","8  to 14 Days",2
"6911","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Telephone","22  to 28 Days",1
"6912","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Unknown","GP","Home Visit","2 to 7 Days",1
"6913","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Telephone","2 to 7 Days",10
"6914","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Face-to-Face","1 Day",16
"6915","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","Unknown / Data Issue",13
"6916","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",95
"6917","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Telephone","Same Day",445
"6918","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Telephone","22  to 28 Days",1
"6919","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Telephone","2 to 7 Days",101
"6920","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Unknown","Home Visit","2 to 7 Days",1
"6921","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Telephone","15  to 21 Days",8
"6922","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","DNA","Other Practice staff","Telephone","Same Day",1
"6923","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Telephone","1 Day",65
"6924","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","Unknown / Data Issue",1
"6925","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","More than 28 Days",76
"6926","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","8  to 14 Days",557
"6927","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","Same Day",2372
"6928","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","22  to 28 Days",141
"6929","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","2 to 7 Days",794
"6930","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Home Visit","Same Day",12
"6931","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","15  to 21 Days",205
"6932","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Home Visit","1 Day",11
"6933","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Face-to-Face","1 Day",474
"6934","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","GP","Telephone","8  to 14 Days",27
"6935","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","1 Day",316
"6936","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Mar-18","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",442
