"CCG_CODE","Appointment_Date","APPT_STATUS","HCP_TYPE","APPT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS","Weekday","patients","all_patients","ratio_patients"
"05A","24/05/2018","Attended","GP","Telephone","2 to 7 Days",95,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Telephone","15  to 21 Days",8,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Telephone","1 Day",50,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Home Visit","Same Day",8,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Face-to-Face","22  to 28 Days",23,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Home Visit","1 Day",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","8  to 14 Days",402,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","1 Day",230,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Face-to-Face","2 to 7 Days",55,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Face-to-Face","15  to 21 Days",23,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","15  to 21 Days",179,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","2 to 7 Days",658,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","More than 28 Days",56,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","Same Day",1864,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","Unknown / Data Issue",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Attended","GP","Face-to-Face","22  to 28 Days",167,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Telephone","Same Day",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Telephone","1 Day",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Home Visit","Same Day",11,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Home Visit","More than 28 Days",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Home Visit","2 to 7 Days",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Home Visit","1 Day",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Face-to-Face","Same Day",5,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Face-to-Face","1 Day",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Telephone","Same Day",4,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Telephone","2 to 7 Days",6,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Home Visit","1 Day",5,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Face-to-Face","Same Day",6,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",10,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",20,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",9,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",12,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",5,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Telephone","15  to 21 Days",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Telephone","2 to 7 Days",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Telephone","1 Day",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Telephone","22  to 28 Days",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Home Visit","Same Day",12,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","Unknown / Data Issue",1,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","Same Day",20,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Telephone","8  to 14 Days",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","More than 28 Days",7,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Telephone","Same Day",10,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","8  to 14 Days",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","22  to 28 Days",6,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","2 to 7 Days",5,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","15  to 21 Days",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","GP","Face-to-Face","1 Day",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Telephone","Same Day",3,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Other Practice staff","Home Visit","Same Day",7,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Face-to-Face","2 to 7 Days",1,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Telephone","2 to 7 Days",1,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Telephone","1 Day",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Face-to-Face","More than 28 Days",7,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","Unknown","Unknown","Home Visit","8  to 14 Days",1,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",12,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",70,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",24,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Face-to-Face","1 Day",15,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",47,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Telephone","Same Day",13,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","Other Practice staff","Face-to-Face","Same Day",24,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Telephone","8  to 14 Days",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Telephone","2 to 7 Days",5,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Telephone","1 Day",2,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Face-to-Face","Same Day",33,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Face-to-Face","More than 28 Days",9,"Thursday",454593,513731,0.884885280428863
"05A","24/05/2018","DNA","GP","Face-to-Face","8  to 14 Days",47,"Thursday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Unknown","Telephone","Same Day",7,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Unknown","Home Visit","Same Day",11,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Unknown","Home Visit","2 to 7 Days",4,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Unknown","Home Visit","1 Day",7,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Unknown","Face-to-Face","Same Day",4,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Telephone","8  to 14 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Telephone","1 Day",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Home Visit","Same Day",8,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Home Visit","8  to 14 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Home Visit","2 to 7 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Home Visit","1 Day",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Face-to-Face","Unknown / Data Issue",2,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",4,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",3,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",9,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",2,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Telephone","Same Day",20,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Telephone","22  to 28 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Telephone","1 Day",4,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Home Visit","Same Day",6,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Home Visit","8  to 14 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Face-to-Face","Same Day",22,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Face-to-Face","More than 28 Days",5,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Face-to-Face","22  to 28 Days",8,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Face-to-Face","2 to 7 Days",9,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Face-to-Face","15  to 21 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Unknown","Telephone","Same Day",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Telephone","Same Day",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Face-to-Face","Same Day",24,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Face-to-Face","More than 28 Days",9,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",61,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",66,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",17,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Face-to-Face","1 Day",16,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Telephone","8  to 14 Days",4,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Telephone","2 to 7 Days",6,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Telephone","1 Day",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Face-to-Face","Same Day",74,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Face-to-Face","More than 28 Days",12,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Face-to-Face","8  to 14 Days",46,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Face-to-Face","22  to 28 Days",17,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Telephone","Same Day",6,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Face-to-Face","2 to 7 Days",78,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Face-to-Face","15  to 21 Days",19,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","GP","Face-to-Face","1 Day",11,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Telephone","Same Day",91,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",9,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Telephone","2 to 7 Days",2,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Telephone","15  to 21 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Telephone","1 Day",9,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Home Visit","Same Day",22,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","DNA","Other Practice staff","Telephone","2 to 7 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Home Visit","8  to 14 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Home Visit","2 to 7 Days",7,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Home Visit","1 Day",10,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Face-to-Face","Same Day",44,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Face-to-Face","22  to 28 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Unknown","Face-to-Face","1 Day",6,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Telephone","Same Day",31,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Telephone","8  to 14 Days",4,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Home Visit","2 to 7 Days",3,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","GP","Telephone","2 to 7 Days",3,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Telephone","2 to 7 Days",10,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Telephone","1 Day",6,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Home Visit","Same Day",6,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Home Visit","2 to 7 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Home Visit","1 Day",3,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Face-to-Face","Same Day",478,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Face-to-Face","More than 28 Days",86,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",408,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",84,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",657,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",171,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","Other Practice staff","Face-to-Face","1 Day",131,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Telephone","Same Day",422,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Telephone","More than 28 Days",3,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Telephone","8  to 14 Days",18,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Telephone","22  to 28 Days",7,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Home Visit","More than 28 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Other Practice staff","Telephone","Same Day",3,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Unknown","Unknown","Home Visit","More than 28 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Telephone","2 to 7 Days",118,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Telephone","15  to 21 Days",7,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Telephone","1 Day",42,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Home Visit","Same Day",15,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Home Visit","2 to 7 Days",1,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Face-to-Face","Same Day",2248,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Face-to-Face","More than 28 Days",81,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Face-to-Face","8  to 14 Days",410,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Face-to-Face","22  to 28 Days",137,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Face-to-Face","2 to 7 Days",698,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Face-to-Face","15  to 21 Days",167,"Friday",454593,513731,0.884885280428863
"05A","25/05/2018","Attended","GP","Face-to-Face","1 Day",192,"Friday",454593,513731,0.884885280428863
"05A","26/05/2018","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",1,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","DNA","GP","Face-to-Face","8  to 14 Days",1,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","DNA","GP","Face-to-Face","2 to 7 Days",1,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","DNA","GP","Face-to-Face","1 Day",2,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","DNA","GP","Face-to-Face","More than 28 Days",1,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",1,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",2,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",6,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","GP","Face-to-Face","Same Day",6,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","GP","Face-to-Face","More than 28 Days",1,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","GP","Face-to-Face","8  to 14 Days",5,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","GP","Face-to-Face","22  to 28 Days",5,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","GP","Face-to-Face","2 to 7 Days",7,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","GP","Face-to-Face","15  to 21 Days",6,"Saturday",454593,513731,0.884885280428863
"05A","26/05/2018","Attended","GP","Face-to-Face","1 Day",6,"Saturday",454593,513731,0.884885280428863
"05A","28/05/2018","DNA","GP","Face-to-Face","22  to 28 Days",4,"Monday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Unknown","Telephone","Same Day",10,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Unknown","Telephone","2 to 7 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Unknown","Home Visit","Same Day",21,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Unknown","Home Visit","8  to 14 Days",2,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Unknown","Face-to-Face","Same Day",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Unknown","Face-to-Face","8  to 14 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Unknown","Face-to-Face","2 to 7 Days",2,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Home Visit","Same Day",6,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Home Visit","8  to 14 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Face-to-Face","Same Day",9,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Face-to-Face","8  to 14 Days",6,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Face-to-Face","22  to 28 Days",3,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Face-to-Face","2 to 7 Days",2,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Face-to-Face","15  to 21 Days",3,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Telephone","Same Day",17,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Telephone","More than 28 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Telephone","2 to 7 Days",4,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Home Visit","Same Day",4,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Face-to-Face","Same Day",26,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Face-to-Face","More than 28 Days",8,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Face-to-Face","2 to 7 Days",12,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Face-to-Face","15  to 21 Days",3,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Unknown","Telephone","Same Day",4,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Other Practice staff","Telephone","Same Day",2,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Other Practice staff","Face-to-Face","Same Day",33,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Other Practice staff","Face-to-Face","More than 28 Days",25,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Other Practice staff","Face-to-Face","8  to 14 Days",112,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Other Practice staff","Face-to-Face","22  to 28 Days",17,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Other Practice staff","Face-to-Face","2 to 7 Days",91,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Other Practice staff","Face-to-Face","15  to 21 Days",42,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Telephone","2 to 7 Days",3,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Face-to-Face","Same Day",57,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Face-to-Face","More than 28 Days",2,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Face-to-Face","8  to 14 Days",56,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Face-to-Face","22  to 28 Days",10,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Face-to-Face","2 to 7 Days",62,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Face-to-Face","15  to 21 Days",26,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","GP","Telephone","Same Day",10,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Telephone","Same Day",121,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Telephone","2 to 7 Days",2,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Telephone","15  to 21 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Home Visit","Same Day",40,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Home Visit","8  to 14 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Home Visit","2 to 7 Days",7,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Home Visit","15  to 21 Days",2,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Face-to-Face","Same Day",71,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","DNA","Unknown","Telephone","2 to 7 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Face-to-Face","22  to 28 Days",6,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Face-to-Face","8  to 14 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Unknown","Face-to-Face","2 to 7 Days",4,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Telephone","Same Day",34,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Telephone","8  to 14 Days",5,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","GP","Telephone","15  to 21 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Telephone","2 to 7 Days",7,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Home Visit","Same Day",12,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Home Visit","2 to 7 Days",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","Unknown / Data Issue",36,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","Same Day",739,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","More than 28 Days",150,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","8  to 14 Days",536,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","22  to 28 Days",118,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Unknown","Other Practice staff","Face-to-Face","More than 28 Days",6,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","2 to 7 Days",562,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","15  to 21 Days",277,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","Other Practice staff","Face-to-Face","1 Day",1,"Tuesday",454593,513731,0.884885280428863
"05A","29/05/2018","Attended","GP","Telephone","Same Day",501,"Tuesday",454593,513731,0.884885280428863
